id_venta_detalle,id_articulo,cantidad,precio_compra,precio_venta,descuento,id_venta,id_promocion
109,54,1,"80.00","89.00","0.00",9,1
110,21,1,"21.00","25.00","4.50",33,4
111,34,4,"26.00","30.00","4.50",9,4
112,17,1,"18.00","20.00","0.00",17,1
113,81,1,"140.00","149.00","4.50",5,4
114,84,2,"140.00","149.00","6.00",3,3
115,16,1,"18.00","20.00","3.00",37,5
116,35,1,"26.00","30.00","0.00",78,1
117,22,2,"21.00","25.00","0.00",44,1
118,99,3,"50.00","59.00","6.00",23,3
119,74,1,"90.00","99.00","0.00",100,1
120,6,2,"14.00","16.00","6.00",9,3
121,28,4,"32.00","36.00","0.00",12,1
122,47,1,"26.00","30.00","0.00",71,1
123,1,3,"21.00","25.00","0.00",58,1
124,62,2,"90.00","99.00","0.00",32,1
125,45,2,"26.00","30.00","0.00",9,1
126,47,1,"26.00","30.00","5.50",50,6
127,25,3,"24.00","28.00","0.00",45,1
128,38,2,"36.00","40.00","0.00",15,1
129,22,1,"21.00","25.00","0.00",78,1
130,70,2,"110.00","120.00","3.00",22,5
131,93,4,"46.00","55.00","3.00",13,5
132,100,2,"50.00","59.00","0.00",65,1
133,63,1,"110.00","120.00","3.00",97,5
134,49,2,"26.00","30.00","5.00",51,2
135,69,1,"110.00","120.00","5.00",53,2
136,33,2,"26.00","30.00","0.00",66,1
137,15,1,"18.00","20.00","0.00",67,1
138,42,1,"36.00","40.00","0.00",47,1
139,77,4,"90.00","99.00","4.50",42,4
140,54,1,"80.00","89.00","6.00",16,3
141,91,4,"46.00","55.00","0.00",31,1
142,99,1,"50.00","59.00","0.00",53,1
143,99,1,"50.00","59.00","0.00",40,1
144,36,4,"36.00","40.00","5.00",25,2
145,74,1,"90.00","99.00","0.00",84,1
146,27,3,"32.00","36.00","5.50",66,6
147,65,1,"110.00","120.00","3.00",31,5
148,25,2,"24.00","28.00","0.00",78,1
149,49,1,"26.00","30.00","5.50",12,6
150,75,2,"90.00","99.00","0.00",60,1
151,29,2,"32.00","36.00","0.00",67,1
152,96,2,"50.00","59.00","5.50",10,6
153,60,1,"90.00","99.00","6.00",97,3
154,74,1,"90.00","99.00","6.00",65,3
155,10,2,"16.00","18.00","0.00",92,1
156,98,1,"50.00","59.00","0.00",71,1
157,92,1,"46.00","55.00","5.00",6,2
158,5,4,"22.00","26.00","0.00",70,1
159,25,1,"24.00","28.00","0.00",90,1
160,61,1,"90.00","99.00","4.50",85,4
161,24,1,"24.00","28.00","6.00",39,3
162,73,1,"90.00","99.00","0.00",19,1
163,67,1,"110.00","120.00","5.50",6,6
164,72,1,"90.00","99.00","0.00",48,1
165,96,1,"50.00","59.00","5.50",84,6
166,16,4,"18.00","20.00","0.00",25,1
167,97,1,"50.00","59.00","4.50",29,4
168,54,2,"80.00","89.00","3.00",42,5
169,97,1,"50.00","59.00","0.00",77,1
170,89,1,"46.00","55.00","5.50",75,6
171,40,1,"32.00","36.00","4.50",89,4
172,90,2,"46.00","55.00","0.00",53,1
173,56,1,"90.00","99.00","5.50",78,6
174,78,2,"90.00","99.00","6.00",30,3
175,21,4,"21.00","25.00","0.00",99,1
176,77,1,"90.00","99.00","0.00",43,1
177,5,1,"22.00","26.00","5.50",67,6
178,45,1,"26.00","30.00","0.00",88,1
179,76,1,"90.00","99.00","6.00",61,3
180,22,2,"21.00","25.00","0.00",21,1
181,35,2,"26.00","30.00","0.00",9,1
182,23,1,"21.00","25.00","4.50",73,4
183,19,2,"18.00","20.00","4.50",37,4
184,84,3,"140.00","149.00","4.50",8,4
185,68,4,"110.00","120.00","0.00",18,1
186,85,2,"140.00","149.00","4.50",14,4
187,56,3,"90.00","99.00","5.50",62,6
188,49,1,"26.00","30.00","5.50",92,6
189,23,3,"21.00","25.00","0.00",5,1
190,74,1,"90.00","99.00","6.00",53,3
191,71,1,"90.00","99.00","5.50",27,6
192,82,4,"140.00","149.00","0.00",41,1
193,30,2,"26.00","30.00","4.50",32,4
194,74,1,"90.00","99.00","5.50",100,6
195,31,2,"26.00","30.00","4.50",29,4
196,92,2,"46.00","55.00","3.00",96,5
197,49,2,"26.00","30.00","6.00",19,3
198,33,1,"26.00","30.00","4.50",82,4
199,83,1,"140.00","149.00","0.00",4,1
200,10,1,"16.00","18.00","5.50",48,6
201,84,1,"140.00","149.00","6.00",101,3
202,9,1,"16.00","18.00","4.50",102,4
203,9,2,"16.00","18.00","0.00",103,1
204,99,2,"50.00","59.00","4.50",104,4
205,57,2,"90.00","99.00","6.00",105,3
206,32,2,"26.00","30.00","6.00",106,3
207,67,2,"110.00","120.00","0.00",107,1
208,71,3,"90.00","99.00","5.00",108,2
209,84,1,"140.00","149.00","5.50",109,6
210,70,1,"110.00","120.00","0.00",110,1
211,20,3,"18.00","20.00","4.50",111,4
212,55,1,"90.00","99.00","0.00",112,1
213,53,2,"80.00","89.00","5.50",113,6
214,61,1,"90.00","99.00","0.00",114,1
215,19,4,"18.00","20.00","6.00",115,3
216,99,1,"50.00","59.00","3.00",116,5
217,61,1,"90.00","99.00","4.50",117,4
218,35,4,"26.00","30.00","0.00",118,1
219,52,2,"80.00","89.00","0.00",119,1
220,6,1,"14.00","16.00","5.00",120,2
221,98,2,"50.00","59.00","5.50",121,6
222,33,3,"26.00","30.00","5.00",122,2
223,20,1,"18.00","20.00","5.00",123,2
224,88,3,"46.00","55.00","0.00",124,1
225,77,1,"90.00","99.00","4.50",125,4
226,79,2,"140.00","149.00","0.00",126,1
227,12,1,"18.00","20.00","6.00",127,3
228,61,2,"90.00","99.00","3.00",128,5
229,50,2,"26.00","30.00","5.00",129,2
230,53,1,"80.00","89.00","5.50",130,6
231,40,1,"32.00","36.00","0.00",131,1
232,25,4,"24.00","28.00","5.50",132,6
233,39,2,"32.00","36.00","0.00",133,1
234,67,2,"110.00","120.00","0.00",134,1
235,60,1,"90.00","99.00","5.00",135,2
236,73,2,"90.00","99.00","0.00",136,1
237,50,1,"26.00","30.00","5.50",137,6
238,85,3,"140.00","149.00","0.00",138,1
239,76,1,"90.00","99.00","0.00",139,1
240,44,2,"36.00","40.00","0.00",140,1
241,64,1,"110.00","120.00","5.50",141,6
242,5,3,"22.00","26.00","5.50",142,6
243,24,1,"24.00","28.00","4.50",143,4
244,91,2,"46.00","55.00","0.00",144,1
245,19,2,"18.00","20.00","3.00",145,5
246,99,4,"50.00","59.00","0.00",146,1
247,63,1,"110.00","120.00","0.00",147,1
248,37,2,"36.00","40.00","5.00",148,2
249,26,2,"24.00","28.00","4.50",149,4
250,95,1,"50.00","59.00","5.50",150,6
251,24,1,"24.00","28.00","0.00",151,1
252,40,3,"32.00","36.00","4.50",152,4
253,77,1,"90.00","99.00","5.50",153,6
254,32,1,"26.00","30.00","5.00",154,2
255,11,1,"16.00","18.00","0.00",155,1
256,96,4,"50.00","59.00","0.00",156,1
257,49,1,"26.00","30.00","5.00",157,2
258,27,2,"32.00","36.00","6.00",158,3
259,34,1,"26.00","30.00","4.50",159,4
260,39,1,"32.00","36.00","6.00",160,3
261,12,2,"18.00","20.00","0.00",161,1
262,29,1,"32.00","36.00","6.00",162,3
263,22,1,"21.00","25.00","6.00",163,3
264,31,2,"26.00","30.00","5.00",164,2
265,81,3,"140.00","149.00","3.00",165,5
266,67,2,"110.00","120.00","3.00",166,5
267,57,1,"90.00","99.00","5.50",167,6
268,36,2,"36.00","40.00","0.00",168,1
269,79,1,"140.00","149.00","0.00",169,1
270,92,2,"46.00","55.00","6.00",170,3
271,21,1,"21.00","25.00","5.50",171,6
272,30,2,"26.00","30.00","3.00",172,5
273,11,2,"16.00","18.00","4.50",173,4
274,90,1,"46.00","55.00","0.00",174,1
275,41,1,"32.00","36.00","0.00",175,1
276,96,1,"50.00","59.00","6.00",176,3
277,46,2,"26.00","30.00","0.00",177,1
278,6,1,"14.00","16.00","3.00",178,5
279,78,2,"90.00","99.00","0.00",179,1
280,92,1,"46.00","55.00","0.00",180,1
281,70,4,"110.00","120.00","3.00",181,5
282,7,1,"14.00","16.00","0.00",182,1
283,1,1,"21.00","25.00","0.00",183,1
284,98,1,"50.00","59.00","0.00",184,1
285,60,1,"90.00","99.00","4.50",185,4
286,81,1,"140.00","149.00","5.00",186,2
287,37,4,"36.00","40.00","6.00",187,3
288,92,1,"46.00","55.00","0.00",188,1
289,74,4,"90.00","99.00","0.00",189,1
290,36,1,"36.00","40.00","4.50",190,4
291,87,1,"46.00","55.00","0.00",191,1
292,85,1,"140.00","149.00","0.00",192,1
293,78,1,"90.00","99.00","5.00",193,2
294,63,3,"110.00","120.00","3.00",194,5
295,42,2,"36.00","40.00","3.00",195,5
296,36,2,"36.00","40.00","5.50",196,6
297,48,1,"26.00","30.00","0.00",197,1
298,64,1,"110.00","120.00","3.00",198,5
299,58,2,"90.00","99.00","0.00",199,1
300,24,1,"24.00","28.00","5.00",200,2
301,7,2,"14.00","16.00","6.00",128,3
302,66,2,"110.00","120.00","3.00",129,5
303,65,1,"110.00","120.00","5.00",122,2
304,36,2,"36.00","40.00","4.50",188,4
305,99,4,"50.00","59.00","3.00",197,5
306,62,1,"90.00","99.00","0.00",114,1
307,1,1,"21.00","25.00","0.00",161,1
308,19,3,"18.00","20.00","6.00",140,3
309,7,3,"14.00","16.00","0.00",124,1
310,69,2,"110.00","120.00","4.50",148,4
311,29,4,"32.00","36.00","0.00",138,1
312,78,2,"90.00","99.00","5.50",195,6
313,64,3,"110.00","120.00","4.50",197,4
314,80,2,"140.00","149.00","5.00",131,2
315,54,1,"80.00","89.00","5.50",110,6
316,39,4,"32.00","36.00","0.00",165,1
317,9,3,"16.00","18.00","0.00",172,1
318,40,2,"32.00","36.00","5.50",177,6
319,48,3,"26.00","30.00","0.00",163,1
320,10,3,"16.00","18.00","3.00",109,5
321,4,1,"22.00","26.00","0.00",147,1
322,1,1,"21.00","25.00","0.00",158,1
323,75,3,"90.00","99.00","5.00",156,2
324,89,3,"46.00","55.00","6.00",159,3
325,95,2,"50.00","59.00","0.00",192,1
326,18,1,"18.00","20.00","5.00",171,2
327,38,2,"36.00","40.00","0.00",139,1
328,22,4,"21.00","25.00","3.00",112,5
329,88,2,"46.00","55.00","0.00",180,1
330,81,2,"140.00","149.00","6.00",118,3
331,17,1,"18.00","20.00","3.00",116,5
332,1,1,"21.00","25.00","3.00",146,5
333,90,1,"46.00","55.00","3.00",128,5
334,24,1,"24.00","28.00","0.00",145,1
335,62,3,"90.00","99.00","6.00",108,3
336,53,1,"80.00","89.00","3.00",105,5
337,6,1,"14.00","16.00","5.50",120,6
338,32,3,"26.00","30.00","0.00",145,1
339,52,1,"80.00","89.00","0.00",113,1
340,73,2,"90.00","99.00","0.00",143,1
341,17,1,"18.00","20.00","0.00",130,1
342,38,2,"36.00","40.00","0.00",102,1
343,48,1,"26.00","30.00","0.00",166,1
344,79,1,"140.00","149.00","5.00",129,2
345,74,1,"90.00","99.00","0.00",195,1
346,3,1,"22.00","26.00","5.00",129,2
347,91,1,"46.00","55.00","0.00",165,1
348,17,1,"18.00","20.00","0.00",129,1
349,69,4,"110.00","120.00","3.00",132,5
350,92,2,"46.00","55.00","0.00",185,1
351,26,1,"24.00","28.00","0.00",162,1
352,32,1,"26.00","30.00","4.50",188,4
353,86,1,"140.00","149.00","0.00",188,1
354,6,2,"14.00","16.00","0.00",147,1
355,57,1,"90.00","99.00","0.00",157,1
356,69,1,"110.00","120.00","4.50",190,4
357,37,3,"36.00","40.00","0.00",153,1
358,36,1,"36.00","40.00","0.00",160,1
359,52,1,"80.00","89.00","0.00",123,1
360,5,2,"22.00","26.00","0.00",120,1
361,34,2,"26.00","30.00","0.00",129,1
362,31,2,"26.00","30.00","5.00",150,2
363,65,1,"110.00","120.00","0.00",139,1
364,95,1,"50.00","59.00","6.00",142,3
365,54,4,"80.00","89.00","3.00",179,5
366,20,2,"18.00","20.00","5.50",139,6
367,44,3,"36.00","40.00","6.00",156,3
368,87,2,"46.00","55.00","6.00",157,3
369,88,2,"46.00","55.00","0.00",128,1
370,10,1,"16.00","18.00","0.00",176,1
371,36,1,"36.00","40.00","0.00",164,1
372,62,1,"90.00","99.00","0.00",157,1
373,4,1,"22.00","26.00","0.00",185,1
374,53,1,"80.00","89.00","3.00",123,5
375,6,3,"14.00","16.00","3.00",166,5
376,73,1,"90.00","99.00","6.00",168,3
377,46,2,"26.00","30.00","0.00",192,1
378,72,1,"90.00","99.00","5.50",122,6
379,34,1,"26.00","30.00","6.00",161,3
380,13,1,"18.00","20.00","5.00",128,2
381,44,2,"36.00","40.00","6.00",102,3
382,67,4,"110.00","120.00","0.00",112,1
383,68,1,"110.00","120.00","0.00",184,1
384,18,1,"18.00","20.00","0.00",197,1
385,33,2,"26.00","30.00","0.00",176,1
386,45,2,"26.00","30.00","0.00",108,1
387,30,2,"26.00","30.00","3.00",113,5
388,99,4,"50.00","59.00","0.00",153,1
389,81,1,"140.00","149.00","0.00",167,1
390,62,3,"90.00","99.00","0.00",110,1
391,7,1,"14.00","16.00","0.00",195,1
392,60,2,"90.00","99.00","0.00",115,1
393,84,1,"140.00","149.00","0.00",176,1
394,49,1,"26.00","30.00","4.50",195,4
395,85,1,"140.00","149.00","4.50",174,4
396,19,2,"18.00","20.00","6.00",127,3
397,75,2,"90.00","99.00","6.00",171,3
398,69,3,"110.00","120.00","0.00",131,1
399,91,1,"46.00","55.00","4.50",112,4
400,84,2,"140.00","149.00","5.50",200,6
401,42,1,"36.00","40.00","0.00",201,1
402,45,1,"26.00","30.00","4.50",202,4
403,46,2,"26.00","30.00","0.00",203,1
404,21,1,"21.00","25.00","0.00",204,1
405,54,1,"80.00","89.00","0.00",205,1
406,19,1,"18.00","20.00","0.00",206,1
407,67,2,"110.00","120.00","5.00",207,2
408,11,1,"16.00","18.00","6.00",208,3
409,25,1,"24.00","28.00","3.00",209,5
410,71,1,"90.00","99.00","0.00",210,1
411,24,1,"24.00","28.00","0.00",211,1
412,98,1,"50.00","59.00","0.00",212,1
413,12,2,"18.00","20.00","5.50",213,6
414,88,1,"46.00","55.00","3.00",214,5
415,30,3,"26.00","30.00","4.50",215,4
416,46,1,"26.00","30.00","0.00",216,1
417,97,1,"50.00","59.00","0.00",217,1
418,94,2,"46.00","55.00","5.00",218,2
419,95,3,"50.00","59.00","0.00",219,1
420,41,1,"32.00","36.00","0.00",220,1
421,37,1,"36.00","40.00","0.00",221,1
422,4,1,"22.00","26.00","4.50",222,4
423,40,1,"32.00","36.00","0.00",223,1
424,84,1,"140.00","149.00","4.50",224,4
425,28,2,"32.00","36.00","0.00",225,1
426,94,2,"46.00","55.00","0.00",226,1
427,19,1,"18.00","20.00","0.00",227,1
428,36,2,"36.00","40.00","0.00",228,1
429,15,1,"18.00","20.00","0.00",229,1
430,89,2,"46.00","55.00","0.00",230,1
431,52,1,"80.00","89.00","4.50",231,4
432,79,1,"140.00","149.00","0.00",232,1
433,94,1,"46.00","55.00","0.00",233,1
434,1,1,"21.00","25.00","0.00",234,1
435,72,4,"90.00","99.00","6.00",235,3
436,4,1,"22.00","26.00","0.00",236,1
437,95,2,"50.00","59.00","5.50",237,6
438,93,1,"46.00","55.00","5.00",238,2
439,42,1,"36.00","40.00","0.00",239,1
440,42,1,"36.00","40.00","5.00",240,2
441,52,1,"80.00","89.00","0.00",241,1
442,40,1,"32.00","36.00","0.00",242,1
443,8,2,"14.00","16.00","5.50",243,6
444,89,4,"46.00","55.00","4.50",244,4
445,79,1,"140.00","149.00","0.00",245,1
446,13,1,"18.00","20.00","0.00",246,1
447,65,3,"110.00","120.00","0.00",247,1
448,98,3,"50.00","59.00","3.00",248,5
449,17,1,"18.00","20.00","0.00",249,1
450,4,1,"22.00","26.00","3.00",250,5
451,81,1,"140.00","149.00","5.50",251,6
452,37,2,"36.00","40.00","0.00",252,1
453,32,3,"26.00","30.00","5.50",253,6
454,74,1,"90.00","99.00","5.00",254,2
455,93,2,"46.00","55.00","4.50",255,4
456,44,1,"36.00","40.00","0.00",256,1
457,62,4,"90.00","99.00","5.50",257,6
458,92,2,"46.00","55.00","3.00",258,5
459,63,2,"110.00","120.00","5.00",259,2
460,6,1,"14.00","16.00","0.00",260,1
461,52,1,"80.00","89.00","0.00",261,1
462,93,1,"46.00","55.00","5.50",262,6
463,79,2,"140.00","149.00","3.00",263,5
464,70,1,"110.00","120.00","5.50",264,6
465,21,2,"21.00","25.00","0.00",265,1
466,72,1,"90.00","99.00","0.00",266,1
467,15,1,"18.00","20.00","6.00",267,3
468,53,1,"80.00","89.00","0.00",268,1
469,55,2,"90.00","99.00","5.00",269,2
470,97,4,"50.00","59.00","6.00",270,3
471,99,2,"50.00","59.00","6.00",271,3
472,89,2,"46.00","55.00","3.00",272,5
473,22,2,"21.00","25.00","0.00",273,1
474,10,1,"16.00","18.00","0.00",274,1
475,59,2,"90.00","99.00","3.00",275,5
476,66,1,"110.00","120.00","5.50",276,6
477,31,2,"26.00","30.00","5.00",277,2
478,32,2,"26.00","30.00","0.00",278,1
479,20,2,"18.00","20.00","0.00",279,1
480,16,1,"18.00","20.00","0.00",280,1
481,17,1,"18.00","20.00","3.00",281,5
482,21,3,"21.00","25.00","3.00",282,5
483,6,4,"14.00","16.00","6.00",283,3
484,68,1,"110.00","120.00","5.00",284,2
485,100,1,"50.00","59.00","0.00",285,1
486,18,2,"18.00","20.00","0.00",286,1
487,44,1,"36.00","40.00","4.50",287,4
488,72,1,"90.00","99.00","0.00",288,1
489,45,2,"26.00","30.00","5.50",289,6
490,96,2,"50.00","59.00","5.00",290,2
491,82,1,"140.00","149.00","0.00",291,1
492,63,1,"110.00","120.00","4.50",292,4
493,48,3,"26.00","30.00","0.00",293,1
494,3,1,"22.00","26.00","5.50",294,6
495,80,1,"140.00","149.00","0.00",295,1
496,26,1,"24.00","28.00","4.50",296,4
497,92,1,"46.00","55.00","5.50",297,6
498,44,3,"36.00","40.00","5.00",298,2
499,9,2,"16.00","18.00","0.00",299,1
500,59,2,"90.00","99.00","5.50",300,6
501,71,1,"90.00","99.00","0.00",217,1
502,61,1,"90.00","99.00","0.00",240,1
503,96,2,"50.00","59.00","0.00",229,1
504,66,1,"110.00","120.00","0.00",265,1
505,77,2,"90.00","99.00","0.00",210,1
506,2,4,"21.00","25.00","0.00",238,1
507,83,2,"140.00","149.00","0.00",232,1
508,26,2,"24.00","28.00","4.50",231,4
509,78,1,"90.00","99.00","0.00",287,1
510,82,2,"140.00","149.00","0.00",223,1
511,91,2,"46.00","55.00","5.00",207,2
512,8,3,"14.00","16.00","0.00",289,1
513,47,1,"26.00","30.00","0.00",256,1
514,77,1,"90.00","99.00","0.00",248,1
515,9,1,"16.00","18.00","4.50",202,4
516,38,3,"36.00","40.00","0.00",239,1
517,20,3,"18.00","20.00","0.00",202,1
518,15,2,"18.00","20.00","6.00",227,3
519,49,1,"26.00","30.00","0.00",248,1
520,31,2,"26.00","30.00","0.00",239,1
521,91,1,"46.00","55.00","5.50",261,6
522,45,1,"26.00","30.00","5.00",289,2
523,36,1,"36.00","40.00","5.50",232,6
524,50,2,"26.00","30.00","0.00",245,1
525,71,2,"90.00","99.00","0.00",248,1
526,99,1,"50.00","59.00","6.00",249,3
527,22,1,"21.00","25.00","0.00",250,1
528,57,2,"90.00","99.00","4.50",285,4
529,62,1,"90.00","99.00","5.50",206,6
530,82,2,"140.00","149.00","5.50",261,6
531,47,2,"26.00","30.00","3.00",208,5
532,54,1,"80.00","89.00","0.00",250,1
533,37,2,"36.00","40.00","0.00",215,1
534,47,2,"26.00","30.00","3.00",300,5
535,83,1,"140.00","149.00","0.00",208,1
536,46,3,"26.00","30.00","0.00",224,1
537,22,1,"21.00","25.00","3.00",222,5
538,57,4,"90.00","99.00","5.00",212,2
539,41,2,"32.00","36.00","4.50",277,4
540,68,4,"110.00","120.00","0.00",229,1
541,14,2,"18.00","20.00","0.00",228,1
542,20,2,"18.00","20.00","5.50",203,6
543,11,1,"16.00","18.00","0.00",283,1
544,49,2,"26.00","30.00","0.00",209,1
545,89,1,"46.00","55.00","5.50",293,6
546,56,4,"90.00","99.00","0.00",296,1
547,81,2,"140.00","149.00","0.00",286,1
548,17,1,"18.00","20.00","5.00",226,2
549,76,1,"90.00","99.00","0.00",207,1
550,48,1,"26.00","30.00","0.00",218,1
551,52,4,"80.00","89.00","0.00",290,1
552,66,2,"110.00","120.00","5.50",205,6
553,16,2,"18.00","20.00","0.00",273,1
554,62,1,"90.00","99.00","4.50",264,4
555,34,1,"26.00","30.00","3.00",225,5
556,33,4,"26.00","30.00","0.00",274,1
557,14,2,"18.00","20.00","0.00",253,1
558,50,3,"26.00","30.00","0.00",290,1
559,7,3,"14.00","16.00","5.50",217,6
560,63,2,"110.00","120.00","6.00",270,3
561,64,2,"110.00","120.00","5.00",236,2
562,71,1,"90.00","99.00","0.00",277,1
563,66,1,"110.00","120.00","4.50",209,4
564,52,1,"80.00","89.00","6.00",234,3
565,100,2,"50.00","59.00","5.50",257,6
566,95,1,"50.00","59.00","5.00",227,2
567,96,2,"50.00","59.00","5.50",258,6
568,3,2,"22.00","26.00","3.00",264,5
569,9,2,"16.00","18.00","0.00",246,1
570,69,1,"110.00","120.00","0.00",238,1
571,39,1,"32.00","36.00","0.00",282,1
572,35,4,"26.00","30.00","3.00",268,5
573,7,2,"14.00","16.00","5.50",229,6
574,63,2,"110.00","120.00","0.00",297,1
575,50,1,"26.00","30.00","5.50",287,6
576,25,2,"24.00","28.00","5.50",274,6
577,48,1,"26.00","30.00","4.50",253,4
578,31,1,"26.00","30.00","5.50",261,6
579,58,4,"90.00","99.00","4.50",242,4
580,76,2,"90.00","99.00","4.50",231,4
581,50,2,"26.00","30.00","0.00",265,1
582,47,1,"26.00","30.00","0.00",254,1
583,78,1,"90.00","99.00","5.00",241,2
584,39,1,"32.00","36.00","0.00",276,1
585,31,1,"26.00","30.00","3.00",217,5
586,98,3,"50.00","59.00","4.50",252,4
587,27,2,"32.00","36.00","0.00",298,1
588,40,2,"32.00","36.00","5.50",288,6
589,90,1,"46.00","55.00","0.00",224,1
590,56,1,"90.00","99.00","0.00",286,1
591,65,4,"110.00","120.00","5.00",241,2
592,77,2,"90.00","99.00","0.00",211,1
593,95,2,"50.00","59.00","0.00",250,1
594,60,2,"90.00","99.00","3.00",226,5
595,46,1,"26.00","30.00","0.00",242,1
596,93,2,"46.00","55.00","3.00",259,5
597,47,1,"26.00","30.00","0.00",243,1
598,60,2,"90.00","99.00","0.00",292,1
599,45,1,"26.00","30.00","6.00",230,3
600,52,2,"80.00","89.00","0.00",294,1
601,76,1,"90.00","99.00","0.00",301,1
602,90,1,"46.00","55.00","0.00",302,1
603,96,2,"50.00","59.00","0.00",303,1
604,27,2,"32.00","36.00","3.00",304,5
