id_venta_detalle,id_articulo,cantidad,precio_compra,precio_venta,descuento,id_venta,id_promocion
706,55,2,"90.00","99.00","0.00",347,1
707,43,1,"36.00","40.00","5.50",359,6
708,49,1,"26.00","30.00","0.00",379,1
709,39,2,"32.00","36.00","5.00",329,2
710,81,1,"140.00","149.00","0.00",301,1
711,11,2,"16.00","18.00","6.00",349,3
712,27,1,"32.00","36.00","5.50",353,6
713,92,4,"46.00","55.00","0.00",379,1
714,68,3,"110.00","120.00","0.00",352,1
715,54,2,"80.00","89.00","0.00",336,1
716,64,1,"110.00","120.00","6.00",322,3
717,16,2,"18.00","20.00","0.00",390,1
718,56,2,"90.00","99.00","6.00",354,3
719,89,1,"46.00","55.00","0.00",363,1
720,17,1,"18.00","20.00","0.00",342,1
721,70,1,"110.00","120.00","5.50",342,6
722,62,2,"90.00","99.00","0.00",335,1
723,30,1,"26.00","30.00","5.00",367,2
724,1,4,"21.00","25.00","0.00",388,1
725,4,1,"22.00","26.00","4.50",314,4
726,21,2,"21.00","25.00","0.00",312,1
727,42,1,"36.00","40.00","3.00",310,5
728,54,1,"80.00","89.00","6.00",335,3
729,22,4,"21.00","25.00","6.00",391,3
730,10,1,"16.00","18.00","0.00",339,1
731,97,1,"50.00","59.00","0.00",364,1
732,30,1,"26.00","30.00","4.50",339,4
733,11,2,"16.00","18.00","0.00",302,1
734,16,3,"18.00","20.00","5.50",366,6
735,81,1,"140.00","149.00","0.00",367,1
736,23,1,"21.00","25.00","4.50",348,4
737,98,3,"50.00","59.00","0.00",308,1
738,64,2,"110.00","120.00","4.50",331,4
739,98,4,"50.00","59.00","3.00",320,5
740,33,1,"26.00","30.00","3.00",308,5
741,91,2,"46.00","55.00","0.00",373,1
742,27,1,"32.00","36.00","5.50",316,6
743,66,2,"110.00","120.00","0.00",390,1
744,100,1,"50.00","59.00","5.00",346,2
745,7,2,"14.00","16.00","4.50",362,4
746,60,1,"90.00","99.00","0.00",311,1
747,90,2,"46.00","55.00","4.50",362,4
748,86,2,"140.00","149.00","6.00",370,3
749,98,1,"50.00","59.00","0.00",386,1
750,38,2,"36.00","40.00","0.00",327,1
751,72,1,"90.00","99.00","0.00",336,1
752,74,1,"90.00","99.00","6.00",341,3
753,34,1,"26.00","30.00","5.50",334,6
754,9,3,"16.00","18.00","0.00",320,1
755,80,2,"140.00","149.00","0.00",351,1
756,18,3,"18.00","20.00","4.50",340,4
757,82,2,"140.00","149.00","0.00",352,1
758,66,2,"110.00","120.00","0.00",315,1
759,99,1,"50.00","59.00","0.00",310,1
760,62,3,"90.00","99.00","0.00",302,1
761,25,1,"24.00","28.00","0.00",386,1
762,7,1,"14.00","16.00","0.00",364,1
763,26,2,"24.00","28.00","5.00",396,2
764,8,2,"14.00","16.00","0.00",385,1
765,75,1,"90.00","99.00","4.50",327,4
766,52,2,"80.00","89.00","6.00",369,3
767,87,2,"46.00","55.00","4.50",391,4
768,1,3,"21.00","25.00","0.00",332,1
769,92,1,"46.00","55.00","5.00",329,2
770,12,2,"18.00","20.00","0.00",311,1
771,81,2,"140.00","149.00","5.50",369,6
772,68,1,"110.00","120.00","0.00",393,1
773,17,2,"18.00","20.00","5.50",388,6
774,47,1,"26.00","30.00","0.00",325,1
775,90,1,"46.00","55.00","0.00",360,1
776,32,1,"26.00","30.00","0.00",321,1
777,71,1,"90.00","99.00","0.00",349,1
778,49,1,"26.00","30.00","0.00",345,1
779,5,2,"22.00","26.00","0.00",312,1
780,60,1,"90.00","99.00","0.00",363,1
781,76,2,"90.00","99.00","5.00",349,2
782,44,2,"36.00","40.00","0.00",323,1
783,49,3,"26.00","30.00","0.00",400,1
784,59,2,"90.00","99.00","5.00",394,2
785,11,2,"16.00","18.00","5.50",320,6
786,87,1,"46.00","55.00","6.00",378,3
787,10,2,"16.00","18.00","3.00",392,5
788,96,3,"50.00","59.00","3.00",303,5
789,4,1,"22.00","26.00","0.00",363,1
790,9,2,"16.00","18.00","0.00",329,1
791,15,1,"18.00","20.00","0.00",383,1
792,11,1,"16.00","18.00","3.00",307,5
793,19,2,"18.00","20.00","0.00",304,1
794,34,1,"26.00","30.00","0.00",351,1
795,85,4,"140.00","149.00","3.00",338,5
796,73,2,"90.00","99.00","5.50",338,6
797,93,1,"46.00","55.00","0.00",319,1
798,61,4,"90.00","99.00","6.00",309,3
799,86,2,"140.00","149.00","0.00",346,1
800,60,1,"90.00","99.00","0.00",358,1
