id_venta,fecha,tipo_pago,monto_total,id_cliente,id_usuario,id_promotor
85,2019-05-31 17:19,Efectivo,"190.50",76,7,1
86,2019-05-24 12:38,Efectivo,"195.00",3,1,1
87,2019-05-19 17:42,Efectivo,"99.00",4,8,2
88,2019-05-26 12:55,Efectivo,"67.00",100,7,3
89,2019-05-5 17:3,Efectivo,"125.00",56,10,1
90,2019-05-30 9:30,Efectivo,"62.50",54,8,5
91,2019-05-7 10:51,Efectivo,"19.50",43,4,5
92,2019-05-27 15:47,Tarjeta,"96.00",52,4,1
93,2019-05-31 12:35,Efectivo,"144.00",97,7,10
94,2019-05-8 12:40,Efectivo,"36.00",23,9,1
95,2019-05-17 18:40,Tarjeta,"162.00",36,8,1
96,2019-05-4 18:10,Efectivo,"197.00",67,6,10
97,2019-05-7 9:36,Tarjeta,"223.00",64,7,1
98,2019-05-29 16:28,Efectivo,"24.50",83,4,10
99,2019-05-9 18:10,Tarjeta,"125.00",69,3,1
100,2019-05-3 19:58,Efectivo,"244.50",38,6,8
101,2019-06-3 19:40,Efectivo,"143.00",91,7,3
102,2019-06-20 17:11,Efectivo,"167.50",81,2,4
103,2019-06-1 11:41,Tarjeta,"36.00",68,9,1
104,2019-06-5 21:3,Efectivo,"113.50",54,4,1
105,2019-06-17 13:34,Efectivo,"278.00",80,10,1
106,2019-06-1 18:5,Tarjeta,"54.00",53,8,2
107,2019-06-25 9:21,Efectivo,"240.00",94,1,3
108,2019-06-27 15:27,Efectivo,"643.00",52,3,8
109,2019-06-3 16:51,Tarjeta,"194.50",2,1,7
110,2019-06-8 10:2,Tarjeta,"500.50",18,3,1
111,2019-06-20 21:21,Tarjeta,"55.50",37,2,7
112,2019-06-22 21:44,Efectivo,"726.50",55,5,5
113,2019-06-6 14:30,Efectivo,"318.50",22,3,1
114,2019-06-15 9:19,Efectivo,"198.00",98,9,1
115,2019-06-10 12:11,Tarjeta,"272.00",79,8,9
116,2019-06-30 18:34,Efectivo,"73.00",89,2,1
117,2019-06-17 17:39,Efectivo,"94.50",74,6,1
118,2019-06-4 14:30,Efectivo,"412.00",81,8,1
119,2019-06-3 18:19,Efectivo,"178.00",98,3,1
120,2019-06-18 16:1,Efectivo,"73.50",86,6,3
121,2019-06-20 21:40,Efectivo,"112.50",1,5,1
122,2019-06-6 18:47,Efectivo,"293.50",41,2,1
123,2019-06-19 19:44,Efectivo,"190.00",95,4,5
124,2019-06-9 12:9,Efectivo,"213.00",54,5,4
125,2019-06-1 15:35,Efectivo,"94.50",43,9,9
126,2019-06-18 17:10,Efectivo,"298.00",55,1,1
127,2019-06-6 11:59,Efectivo,"48.00",81,9,4
128,2019-06-15 9:17,Efectivo,"398.00",62,10,1
129,2019-06-19 13:39,Tarjeta,"537.00",59,9,1
130,2019-06-16 19:53,Efectivo,"103.50",11,9,1
131,2019-06-14 15:57,Efectivo,"689.00",8,3,1
132,2019-06-7 11:3,Efectivo,"583.50",94,4,9
133,2019-06-19 11:21,Tarjeta,"72.00",6,7,1
134,2019-06-13 19:24,Efectivo,"240.00",37,1,5
135,2019-06-6 21:25,Efectivo,"94.00",20,9,1
136,2019-06-14 18:34,Efectivo,"198.00",90,6,1
137,2019-06-6 12:48,Efectivo,"24.50",52,2,7
138,2019-06-30 20:19,Tarjeta,"591.00",73,8,1
139,2019-06-11 18:11,Tarjeta,"333.50",71,2,1
140,2019-06-4 21:33,Efectivo,"134.00",97,7,9
141,2019-06-4 11:18,Efectivo,"114.50",22,2,2
142,2019-06-29 20:18,Tarjeta,"125.50",16,9,1
143,2019-06-20 19:1,Efectivo,"221.50",63,8,1
144,2019-06-6 16:44,Tarjeta,"110.00",43,10,1
145,2019-06-4 10:43,Tarjeta,"155.00",50,8,8
146,2019-06-20 15:39,Tarjeta,"258.00",91,4,10
147,2019-06-24 20:19,Tarjeta,"178.00",79,3,1
148,2019-06-22 11:37,Tarjeta,"310.50",63,6,1
149,2019-06-11 16:12,Efectivo,"51.50",99,9,7
150,2019-06-10 19:2,Efectivo,"108.50",63,10,2
151,2019-06-3 14:16,Efectivo,"28.00",31,4,2
152,2019-06-19 16:18,Efectivo,"103.50",88,9,8
153,2019-06-30 13:53,Tarjeta,"449.50",94,5,3
154,2019-06-21 18:34,Efectivo,"25.00",63,10,4
155,2019-06-9 21:41,Efectivo,"18.00",26,8,6
156,2019-06-4 17:9,Tarjeta,"642.00",41,8,10
157,2019-06-18 11:19,Efectivo,"327.00",99,1,4
158,2019-06-17 19:25,Tarjeta,"91.00",100,9,1
159,2019-06-11 15:37,Tarjeta,"184.50",1,7,1
160,2019-06-21 15:31,Efectivo,"70.00",4,4,6
161,2019-06-20 12:38,Efectivo,"89.00",18,3,1
162,2019-06-22 19:18,Tarjeta,"58.00",62,7,6
163,2019-06-15 16:30,Tarjeta,"109.00",78,6,1
164,2019-06-28 20:30,Tarjeta,"95.00",23,5,4
165,2019-06-10 17:43,Efectivo,"643.00",27,4,1
166,2019-06-28 17:48,Efectivo,"312.00",15,1,1
167,2019-06-27 14:4,Tarjeta,"242.50",86,10,10
168,2019-06-20 18:57,Efectivo,"173.00",58,2,7
169,2019-06-2 17:20,Tarjeta,"149.00",44,8,3
170,2019-06-24 9:38,Efectivo,"104.00",13,2,3
171,2019-06-17 18:18,Efectivo,"226.50",26,7,1
172,2019-06-23 15:7,Efectivo,"111.00",34,4,1
173,2019-06-15 17:58,Tarjeta,"31.50",79,9,9
174,2019-06-19 21:55,Tarjeta,"199.50",57,8,1
175,2019-06-15 10:18,Efectivo,"36.00",45,6,1
176,2019-06-19 9:34,Efectivo,"280.00",46,4,5
177,2019-06-2 18:15,Tarjeta,"126.50",12,2,3
178,2019-06-19 14:38,Efectivo,"13.00",7,2,1
179,2019-06-28 14:40,Efectivo,"551.00",81,2,7
180,2019-06-5 9:35,Efectivo,"165.00",65,1,1
181,2019-06-10 16:56,Efectivo,"477.00",61,10,8
182,2019-06-16 16:43,Efectivo,"16.00",30,6,8
183,2019-06-11 9:36,Efectivo,"25.00",53,8,1
184,2019-06-10 10:39,Tarjeta,"179.00",98,10,4
185,2019-06-3 18:52,Efectivo,"230.50",3,4,6
186,2019-06-25 10:33,Efectivo,"144.00",27,10,3
187,2019-06-23 21:2,Efectivo,"154.00",37,5,1
188,2019-06-29 17:54,Efectivo,"305.00",44,9,10
189,2019-06-17 10:8,Efectivo,"396.00",22,4,2
190,2019-06-1 19:27,Tarjeta,"151.00",66,8,1
191,2019-06-11 10:39,Efectivo,"55.00",1,5,5
192,2019-06-13 17:53,Efectivo,"327.00",3,6,6
193,2019-06-27 20:21,Efectivo,"94.00",61,5,1
194,2019-06-25 9:50,Tarjeta,"357.00",24,9,6
195,2019-06-21 18:25,Efectivo,"410.00",5,6,6
196,2019-06-24 9:44,Efectivo,"74.50",33,9,9
197,2019-06-26 13:7,Efectivo,"638.50",43,1,3
198,2019-06-14 21:7,Efectivo,"117.00",44,1,1
199,2019-06-26 21:56,Efectivo,"198.00",12,10,5
200,2019-06-28 12:49,Efectivo,"315.50",21,5,6
201,2019-07-21 18:9,Efectivo,"40.00",88,3,1
202,2019-07-19 13:46,Tarjeta,"99.00",95,2,5
203,2019-07-29 16:16,Tarjeta,"94.50",61,6,2
204,2019-07-1 20:33,Tarjeta,"25.00",18,5,8
205,2019-07-25 13:28,Efectivo,"323.50",18,7,2
206,2019-07-21 18:28,Efectivo,"113.50",90,5,1
207,2019-07-7 18:8,Efectivo,"439.00",7,9,9
208,2019-07-19 15:18,Efectivo,"218.00",66,6,2
209,2019-07-17 14:3,Efectivo,"200.50",88,10,1
210,2019-07-27 13:4,Tarjeta,"297.00",71,3,3
211,2019-07-6 15:1,Tarjeta,"226.00",10,7,1
212,2019-07-11 20:32,Efectivo,"450.00",57,6,6
213,2019-07-22 13:52,Efectivo,"34.50",16,1,9
214,2019-07-5 11:44,Efectivo,"52.00",78,2,1
215,2019-07-28 21:18,Efectivo,"165.50",8,3,9
216,2019-07-27 19:56,Tarjeta,"30.00",73,1,1
217,2019-07-8 10:16,Efectivo,"227.50",26,1,1
218,2019-07-2 9:40,Efectivo,"135.00",76,5,1
219,2019-07-26 18:25,Tarjeta,"177.00",88,2,7
220,2019-07-23 9:44,Efectivo,"36.00",41,6,1
221,2019-07-12 11:6,Efectivo,"40.00",74,4,1
222,2019-07-9 15:55,Efectivo,"43.50",56,6,9
223,2019-07-1 9:10,Efectivo,"334.00",21,4,1
224,2019-07-9 20:31,Tarjeta,"289.50",90,9,10
225,2019-07-13 19:13,Efectivo,"99.00",18,2,1
226,2019-07-8 9:31,Efectivo,"320.00",97,7,10
227,2019-07-9 18:53,Efectivo,"108.00",69,3,2
228,2019-07-6 17:39,Efectivo,"120.00",88,8,10
229,2019-07-6 10:21,Tarjeta,"644.50",86,2,4
230,2019-07-1 15:31,Efectivo,"134.00",35,6,1
231,2019-07-25 11:54,Tarjeta,"329.50",41,1,4
232,2019-07-9 10:37,Efectivo,"481.50",86,9,4
233,2019-07-2 20:58,Tarjeta,"55.00",13,7,1
234,2019-07-18 19:23,Tarjeta,"108.00",6,4,1
235,2019-07-24 16:57,Tarjeta,"390.00",17,3,4
236,2019-07-11 10:35,Tarjeta,"261.00",36,7,6
237,2019-07-28 20:36,Efectivo,"112.50",68,9,10
238,2019-07-2 13:59,Efectivo,"270.00",22,7,1
239,2019-07-21 10:55,Efectivo,"220.00",61,1,7
240,2019-07-21 15:33,Efectivo,"134.00",56,2,1
241,2019-07-11 19:59,Efectivo,"658.00",38,5,1
242,2019-07-27 20:28,Tarjeta,"457.50",65,2,7
243,2019-07-25 11:31,Efectivo,"56.50",46,8,1
244,2019-07-12 13:11,Tarjeta,"215.50",44,8,1
245,2019-07-20 17:47,Efectivo,"209.00",18,3,1
246,2019-07-1 19:17,Efectivo,"56.00",65,10,6
247,2019-07-18 9:48,Tarjeta,"360.00",38,1,6
248,2019-07-10 19:32,Efectivo,"501.00",35,5,10
249,2019-07-28 10:59,Efectivo,"73.00",79,2,8
250,2019-07-1 16:9,Efectivo,"255.00",49,10,3
251,2019-07-3 9:55,Efectivo,"143.50",48,1,1
252,2019-07-20 19:18,Efectivo,"252.50",40,5,10
253,2019-07-26 17:36,Efectivo,"150.00",82,4,8
254,2019-07-24 15:9,Tarjeta,"124.00",24,4,7
255,2019-07-19 21:22,Efectivo,"105.50",39,4,7
256,2019-07-11 16:32,Efectivo,"70.00",73,1,1
257,2019-07-15 17:39,Tarjeta,"503.00",81,6,3
258,2019-07-8 17:52,Efectivo,"219.50",73,5,1
259,2019-07-16 20:53,Tarjeta,"342.00",42,6,5
260,2019-07-18 20:59,Tarjeta,"16.00",18,10,1
261,2019-07-28 13:53,Tarjeta,"455.50",3,4,2
262,2019-07-15 14:2,Tarjeta,"49.50",13,4,8
263,2019-07-21 15:50,Efectivo,"295.00",5,4,8
264,2019-07-14 19:46,Efectivo,"258.00",53,1,10
265,2019-07-19 15:40,Efectivo,"230.00",9,6,9
266,2019-07-5 10:9,Efectivo,"99.00",59,10,1
267,2019-07-20 18:5,Efectivo,"14.00",73,7,7
268,2019-07-9 11:21,Efectivo,"206.00",66,9,1
269,2019-07-6 11:12,Efectivo,"193.00",27,1,1
270,2019-07-13 12:55,Tarjeta,"464.00",29,3,2
271,2019-07-12 14:9,Efectivo,"112.00",18,3,1
272,2019-07-6 20:41,Efectivo,"107.00",93,5,1
273,2019-07-26 11:14,Efectivo,"90.00",9,4,8
274,2019-07-18 11:40,Tarjeta,"188.50",94,3,5
275,2019-07-28 21:41,Efectivo,"195.00",83,7,1
276,2019-07-2 17:19,Efectivo,"150.50",90,4,8
277,2019-07-18 10:45,Tarjeta,"221.50",89,7,9
278,2019-07-8 14:3,Tarjeta,"60.00",64,6,1
279,2019-07-6 9:5,Efectivo,"40.00",35,2,8
280,2019-07-12 19:39,Tarjeta,"20.00",53,6,7
281,2019-07-31 13:12,Efectivo,"17.00",46,2,8
282,2019-07-20 16:26,Tarjeta,"108.00",64,2,1
283,2019-07-30 11:41,Efectivo,"76.00",8,3,3
284,2019-07-7 19:36,Tarjeta,"115.00",62,10,1
285,2019-07-22 12:6,Efectivo,"252.50",5,8,8
286,2019-07-26 17:39,Efectivo,"437.00",49,4,5
287,2019-07-23 13:26,Efectivo,"159.00",42,10,8
288,2019-07-30 9:39,Efectivo,"165.50",48,10,4
289,2019-07-26 15:13,Tarjeta,"127.50",21,3,1
290,2019-07-5 15:16,Efectivo,"559.00",45,3,6
291,2019-07-16 19:21,Efectivo,"149.00",85,7,2
292,2019-07-5 21:41,Tarjeta,"313.50",10,2,6
293,2019-07-14 18:1,Efectivo,"139.50",41,9,8
294,2019-07-26 14:11,Efectivo,"198.50",92,10,1
295,2019-07-5 13:40,Efectivo,"149.00",46,7,1
296,2019-07-28 12:57,Efectivo,"419.50",37,4,1
297,2019-07-17 15:45,Tarjeta,"289.50",89,3,4
298,2019-07-20 9:56,Efectivo,"187.00",12,2,5
299,2019-07-17 10:6,Tarjeta,"36.00",73,9,1
300,2019-07-9 13:3,Tarjeta,"249.50",16,9,1
301,2019-08-6 20:10,Efectivo,"248.00",43,3,5
302,2019-08-27 9:57,Efectivo,"388.00",36,3,1
303,2019-08-18 17:2,Tarjeta,"523.50",4,4,2
304,2019-08-4 16:16,Efectivo,"109.00",83,8,7
305,2019-08-3 20:28,Efectivo,"99.00",28,1,1
306,2019-08-26 16:35,Efectivo,"107.50",64,9,6
307,2019-08-8 13:5,Tarjeta,"158.50",24,4,9
308,2019-08-29 12:13,Tarjeta,"264.00",36,7,9
309,2019-08-4 13:14,Efectivo,"445.00",96,3,9
310,2019-08-24 13:14,Tarjeta,"205.00",1,2,1
311,2019-08-12 18:31,Efectivo,"198.00",21,3,9
312,2019-08-9 20:22,Tarjeta,"132.00",67,9,10
313,2019-08-10 10:48,Efectivo,"593.00",92,2,7
314,2019-08-28 18:31,Efectivo,"105.50",83,2,1
315,2019-08-13 17:18,Efectivo,"290.00",2,4,1
316,2019-08-8 18:12,Efectivo,"110.50",76,5,1
317,2019-08-27 13:29,Efectivo,"298.00",47,7,8
318,2019-08-23 9:47,Efectivo,"298.00",65,10,10
319,2019-08-30 21:50,Tarjeta,"353.00",13,7,6
320,2019-08-28 16:7,Efectivo,"431.50",65,1,1
321,2019-08-22 20:36,Tarjeta,"65.00",33,9,1
322,2019-08-6 13:55,Efectivo,"169.00",81,5,8
323,2019-08-16 21:4,Tarjeta,"676.00",1,10,7
324,2019-08-21 10:28,Efectivo,"149.00",73,8,10
325,2019-08-29 12:18,Tarjeta,"66.00",81,9,10
326,2019-08-8 19:9,Tarjeta,"441.50",59,4,4
327,2019-08-30 18:31,Tarjeta,"372.50",76,9,1
328,2019-08-23 19:27,Efectivo,"234.50",93,7,3
329,2019-08-4 9:13,Efectivo,"268.00",87,9,8
330,2019-08-7 20:57,Tarjeta,"25.50",43,2,9
331,2019-08-20 21:42,Efectivo,"334.50",86,3,5
332,2019-08-10 21:57,Tarjeta,"267.50",30,4,2
333,2019-08-23 21:57,Efectivo,"141.00",96,10,7
334,2019-08-25 21:56,Efectivo,"120.50",68,5,5
335,2019-08-28 19:45,Efectivo,"671.50",16,3,8
336,2019-08-18 13:10,Efectivo,"673.00",50,10,10
337,2019-08-20 12:12,Efectivo,"153.00",74,6,1
338,2019-08-7 11:33,Efectivo,"881.50",49,8,1
339,2019-08-4 12:24,Efectivo,"77.50",97,8,7
340,2019-08-10 10:32,Efectivo,"80.50",48,5,1
341,2019-08-25 14:3,Tarjeta,"207.00",6,5,1
342,2019-08-16 13:35,Efectivo,"189.50",8,4,2
343,2019-08-10 21:19,Efectivo,"78.00",30,3,1
344,2019-08-11 17:31,Tarjeta,"74.50",58,3,7
345,2019-08-2 17:1,Efectivo,"119.00",100,9,2
346,2019-08-3 9:55,Tarjeta,"387.50",44,1,1
347,2019-08-27 9:54,Tarjeta,"253.00",37,1,5
348,2019-08-5 10:57,Efectivo,"40.50",2,7,1
349,2019-08-5 13:39,Efectivo,"562.00",5,7,10
350,2019-08-6 13:8,Efectivo,"160.00",47,1,1
351,2019-08-23 15:6,Efectivo,"380.00",44,10,1
352,2019-08-16 17:5,Tarjeta,"836.00",75,9,10
353,2019-08-30 19:49,Efectivo,"55.50",23,4,7
354,2019-08-12 18:59,Tarjeta,"217.50",10,4,1
355,2019-08-11 10:4,Efectivo,"104.00",14,3,1
356,2019-08-3 11:15,Efectivo,"33.00",35,10,3
357,2019-08-29 20:53,Efectivo,"35.50",21,2,5
358,2019-08-2 10:17,Efectivo,"291.50",39,9,7
359,2019-08-15 14:17,Efectivo,"178.50",65,7,6
360,2019-08-30 19:46,Efectivo,"104.00",50,1,10
361,2019-08-8 12:8,Efectivo,"60.00",2,8,1
362,2019-08-19 13:10,Efectivo,"232.00",82,5,6
363,2019-08-7 9:33,Efectivo,"215.00",11,10,1
364,2019-08-19 17:8,Efectivo,"135.00",97,1,1
365,2019-08-25 12:15,Tarjeta,"97.00",54,1,1
366,2019-08-8 16:57,Efectivo,"89.50",70,9,1
367,2019-08-27 10:9,Efectivo,"229.00",10,6,3
368,2019-08-18 19:49,Efectivo,"192.50",11,3,10
369,2019-08-8 9:46,Tarjeta,"486.00",62,1,1
370,2019-08-1 19:18,Tarjeta,"312.00",74,9,6
371,2019-08-11 20:23,Efectivo,"28.00",72,7,1
372,2019-08-29 17:49,Efectivo,"48.00",14,8,10
373,2019-08-5 19:6,Tarjeta,"193.00",94,5,1
374,2019-08-12 19:27,Efectivo,"291.50",94,4,4
375,2019-08-14 13:37,Efectivo,"104.00",69,8,1
376,2019-08-22 19:15,Efectivo,"292.00",96,5,4
377,2019-08-31 13:38,Tarjeta,"24.50",89,2,1
378,2019-08-19 17:4,Efectivo,"198.00",60,7,2
379,2019-08-19 15:4,Efectivo,"641.50",58,3,3
380,2019-08-27 20:35,Efectivo,"55.00",15,3,1
381,2019-08-3 17:56,Efectivo,"72.00",75,8,1
382,2019-08-23 10:28,Efectivo,"193.00",9,6,1
383,2019-08-8 17:12,Tarjeta,"41.00",8,1,10
384,2019-08-27 19:59,Tarjeta,"55.00",70,8,1
385,2019-08-13 16:8,Efectivo,"80.00",95,3,1
386,2019-08-16 10:51,Efectivo,"186.00",3,7,5
387,2019-08-9 15:32,Efectivo,"94.00",3,5,1
388,2019-08-1 21:35,Tarjeta,"174.50",9,2,8
389,2019-08-29 21:29,Efectivo,"93.50",71,4,1
390,2019-08-14 13:28,Efectivo,"808.50",5,9,1
391,2019-08-4 11:56,Efectivo,"436.50",3,2,7
392,2019-08-18 16:9,Efectivo,"53.00",16,1,3
393,2019-08-14 18:17,Efectivo,"725.50",67,1,5
394,2019-08-24 12:4,Efectivo,"210.00",53,5,4
395,2019-08-22 19:20,Efectivo,"22.00",69,5,4
396,2019-08-12 12:3,Efectivo,"79.00",6,6,1
397,2019-08-6 11:40,Tarjeta,"13.00",100,8,1
398,2019-08-8 9:54,Efectivo,"36.00",90,1,1
399,2019-08-20 13:26,Efectivo,"195.00",79,1,7
400,2019-08-4 19:17,Efectivo,"189.00",59,9,9
