id_venta,fecha,tipo_pago,monto_total,id_cliente,id_usuario,id_promotor
85,2019-05-31 17:19,Efectivo,"190.50",76,7,1
86,2019-05-24 12:38,Efectivo,"195.00",3,1,1
87,2019-05-19 17:42,Efectivo,"99.00",4,8,2
88,2019-05-26 12:55,Efectivo,"67.00",100,7,3
89,2019-05-5 17:3,Efectivo,"125.00",56,10,1
90,2019-05-30 9:30,Efectivo,"62.50",54,8,5
91,2019-05-7 10:51,Efectivo,"19.50",43,4,5
92,2019-05-27 15:47,Tarjeta,"96.00",52,4,1
93,2019-05-31 12:35,Efectivo,"144.00",97,7,10
94,2019-05-8 12:40,Efectivo,"36.00",23,9,1
95,2019-05-17 18:40,Tarjeta,"162.00",36,8,1
96,2019-05-4 18:10,Efectivo,"197.00",67,6,10
97,2019-05-7 9:36,Tarjeta,"223.00",64,7,1
98,2019-05-29 16:28,Efectivo,"24.50",83,4,10
99,2019-05-9 18:10,Tarjeta,"125.00",69,3,1
100,2019-05-3 19:58,Efectivo,"244.50",38,6,8
