id_venta,fecha,tipo_pago,monto_total,id_cliente,id_usuario,id_promotor
159,2019-06-11 15:37,Tarjeta,"184.50",1,7,1
160,2019-06-21 15:31,Efectivo,"70.00",4,4,6
161,2019-06-20 12:38,Efectivo,"89.00",18,3,1
162,2019-06-22 19:18,Tarjeta,"58.00",62,7,6
163,2019-06-15 16:30,Tarjeta,"109.00",78,6,1
164,2019-06-28 20:30,Tarjeta,"95.00",23,5,4
165,2019-06-10 17:43,Efectivo,"643.00",27,4,1
166,2019-06-28 17:48,Efectivo,"312.00",15,1,1
167,2019-06-27 14:4,Tarjeta,"242.50",86,10,10
168,2019-06-20 18:57,Efectivo,"173.00",58,2,7
169,2019-06-2 17:20,Tarjeta,"149.00",44,8,3
170,2019-06-24 9:38,Efectivo,"104.00",13,2,3
171,2019-06-17 18:18,Efectivo,"226.50",26,7,1
172,2019-06-23 15:7,Efectivo,"111.00",34,4,1
173,2019-06-15 17:58,Tarjeta,"31.50",79,9,9
174,2019-06-19 21:55,Tarjeta,"199.50",57,8,1
175,2019-06-15 10:18,Efectivo,"36.00",45,6,1
176,2019-06-19 9:34,Efectivo,"280.00",46,4,5
177,2019-06-2 18:15,Tarjeta,"126.50",12,2,3
178,2019-06-19 14:38,Efectivo,"13.00",7,2,1
179,2019-06-28 14:40,Efectivo,"551.00",81,2,7
180,2019-06-5 9:35,Efectivo,"165.00",65,1,1
181,2019-06-10 16:56,Efectivo,"477.00",61,10,8
182,2019-06-16 16:43,Efectivo,"16.00",30,6,8
183,2019-06-11 9:36,Efectivo,"25.00",53,8,1
184,2019-06-10 10:39,Tarjeta,"179.00",98,10,4
185,2019-06-3 18:52,Efectivo,"230.50",3,4,6
186,2019-06-25 10:33,Efectivo,"144.00",27,10,3
187,2019-06-23 21:2,Efectivo,"154.00",37,5,1
188,2019-06-29 17:54,Efectivo,"305.00",44,9,10
189,2019-06-17 10:8,Efectivo,"396.00",22,4,2
190,2019-06-1 19:27,Tarjeta,"151.00",66,8,1
191,2019-06-11 10:39,Efectivo,"55.00",1,5,5
192,2019-06-13 17:53,Efectivo,"327.00",3,6,6
193,2019-06-27 20:21,Efectivo,"94.00",61,5,1
194,2019-06-25 9:50,Tarjeta,"357.00",24,9,6
195,2019-06-21 18:25,Efectivo,"410.00",5,6,6
196,2019-06-24 9:44,Efectivo,"74.50",33,9,9
197,2019-06-26 13:7,Efectivo,"638.50",43,1,3
198,2019-06-14 21:7,Efectivo,"117.00",44,1,1
199,2019-06-26 21:56,Efectivo,"198.00",12,10,5
200,2019-06-28 12:49,Efectivo,"315.50",21,5,6
